;"referenceName";"vernacularName";"type";"family"
;"Scolopax minor Gmelin, 1789";"Bécasse d'Amérique";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Scolopax rusticola Linnaeus, 1758";"Bécasse des bois";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Scythrops novaehollandiae Latham, 1790";"Coucou présageur";"Cuculiformes (Coucous)";"Cuculidae"
;"Seiurus aurocapilla (Linnaeus, 1766)";"Paruline couronnée, Sylvette couronnée";"Passeriformes (Passereaux)";"Parulidae"
;"Selasphorus rufus (Gmelin, 1788)";;"Caprimulgiformes";"Trochilidae"
;"Selenidera nattereri (Gould, 1836)";;"Piciformes (Pics)";"Ramphastidae"
;"Selenidera piperivora (Linnaeus, 1758)";;"Piciformes (Pics)";"Ramphastidae"
;"Serinus canicollis (Swainson, 1837)";"Serin du Cap";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Serinus mozambicus (P. L. S. Müller, 1776)";"Serin du Mozambique";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Serinus serinus (Linnaeus, 1766)";"Serin cini";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Setopagis maculosa (Todd, 1920)";;"Caprimulgiformes";"Caprimulgidae"
;"Setophaga adelaidae (Baird, 1865)";"Paruline d’Adélaïde";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga americana (Linnaeus, 1758)";"Paruline à collier, Sylvette parula";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga caerulescens (Gmelin, 1789)";"Paruline bleue";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga castanea (A. Wilson, 1810)";"Paruline à poitrine baie";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga cerulea (Wilson, 1810)";"Paruline azurée";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga citrina (Boddaert, 1783)";"Paruline à capuchon";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga coronata (Linnaeus, 1766)";"Paruline à croupion jaune";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga discolor (Vieillot, 1809)";"Sylvette à moustache, Paruline des prés";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga dominica (Linnaeus, 1766)";"Sylvette à gorge jaune, Paruline à gorge jaune";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga fusca (Statius Müller, 1776)";"Paruline à gorge orangée";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga magnolia (Wilson, 1811)";"Paruline à tête cendrée";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga palmarum (Gmelin, 1789)";"Paruline à couronne rousse";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga pensylvanica (Linnaeus, 1766)";"Paruline à flancs marron";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga petechia (Linnaeus, 1766)";"Paruline jaune";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga petechia bartholemica (Sundevall, 1870)";"Paruline des mangroves (bartholemica)";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga pinus (A. Wilson, 1811)";"Paruline des pins";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga pitiayumi (Vieillot, 1817)";"Paruline à joues noires";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga pitiayumi roraimae (Chapman, 1929)";;"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga plumbea (Lawrence, 1877)";"Sylvette de Guadeloupe, Paruline caféiette";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga ruticilla (Linnaeus, 1758)";"Paruline flamboyante, Sylvette flamboyante";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga striata (Forster, 1772)";"Paruline rayée, Sylvette rayée";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga tigrina (Gmelin, 1789)";"Paruline tigrée";"Passeriformes (Passereaux)";"Parulidae"
;"Setophaga virens (Gmelin, 1789)";"Paruline à gorge noire";"Passeriformes (Passereaux)";"Parulidae"
;"Sialia currucoides (Bechstein, 1798)";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Sialia sialis (Linnaeus, 1758)";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Sibirionetta formosa (Georgi, 1775)";"Sarcelle élégante";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Sicalis flaveola (Linnaeus, 1766)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Sicalis luteiventris (Meyen, 1834)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Sicalis luteola (Sparrman, 1789)";"Sicale des savanes";"Passeriformes (Passereaux)";"Thraupidae"
;"Sirystes sibilator (Vieillot, 1818)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Sirystes subcanescens Todd, 1920";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Sitta canadensis Linnaeus, 1766";"Sittelle à poitrine rousse";"Passeriformes (Passereaux)";"Sittidae (Sitelles)"
;"Sitta europaea Linnaeus, 1758";"Sittelle torchepot";"Passeriformes (Passereaux)";"Sittidae (Sitelles)"
;"Sitta whiteheadi Sharpe, 1884";"Sittelle corse";"Passeriformes (Passereaux)";"Sittidae (Sitelles)"
;"Sittasomus griseicapillus (Vieillot, 1818)";;"Passeriformes (Passereaux)";"Furnariidae"
;"Somateria mollissima (Linnaeus, 1758)";"Eider à duvet";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Somateria spectabilis (Linnaeus, 1758)";"Eider à tête grise";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Spatula clypeata (Linnaeus, 1758)";"Canard souchet";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Spatula discors (Linnaeus, 1766)";"Sarcelle à ailes bleues";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Spatula querquedula (Linnaeus, 1758)";"Sarcelle d'été";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Sphyrapicus varius (Linnaeus, 1766)";"Pic maculé";"Piciformes (Pics)";"Picidae"
;"Spiza americana (Gmelin, 1789)";"Dickcissel d'Amérique";"Passeriformes (Passereaux)";"Cardinalidae"
;"Spizaetus melanoleucus (Vieillot, 1816)";"Aigle noir et blanc";"Accipitriformes";"Accipitridae"
;"Spizaetus ornatus (Daudin, 1800)";"Aigle orné";"Accipitriformes";"Accipitridae"
;"Spizaetus tyrannus (Wied-Neuwied, 1820)";"Aigle tyran";"Accipitriformes";"Accipitridae"
;"Spizaetus tyrannus serus Friedmann, 1950";;"Accipitriformes";"Accipitridae"
;"Spizella arborea (A. Wilson, 1810)";"Pinson hudsonien";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Spizella passerina (Bechstein, 1798)";"Pinson familier";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Spizella pusilla (A. Wilson, 1810)";"Bruant des champs";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Sporophila americana (Gmelin, 1789)";"Sporophile à ailes blanches";"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila angolensis (Linnaeus, 1766)";"Sporophile curio";"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila angolensis torrida (Scopoli, 1769)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila bouvreuil (Statius Müller, 1776)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila bouvronides (Lesson, 1831)";"Sporophile faux-bouvron";"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila castaneiventris Cabanis, 1849";"Sporophile à ventre châtain";"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila crassirostris (Gmelin, 1789)";"Sporophile crassirostre";"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila lineola (Linnaeus, 1758)";"Sporophile bouveron";"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila minuta (Linnaeus, 1758)";"Sporophile petit-louis";"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila nigricollis (Vieillot, 1823)";"Sporophile à ventre jaune";"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila plumbea (Wied-Neuwied, 1831)";"Sporophile gris-de-plomb";"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila plumbea whiteleyana (Sharpe, 1888)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Sporophila schistacea (Lawrence, 1862)";"Sporophile ardoisé";"Passeriformes (Passereaux)";"Thraupidae"
;"Steatornis caripensis Humboldt, 1817";"Guacharo des cavernes";"Caprimulgiformes";"Steatornithidae"
;"Steganopus tricolor Vieillot, 1819";"Phalarope de Wilson";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Stelgidopteryx ruficollis (Vieillot, 1817)";"Hirondelle à gorge rousse";"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Stelgidopteryx serripennis (Audubon, 1838)";"Hirondelle à ailes hérissées";"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Stercorarius antarcticus (Lesson, 1831)";"Labbe antarctique";"Charadriiformes (Limicoles)";"Stercorariidae (Labbes (Stercoraires))"
;"Stercorarius antarcticus lonnbergi Mathews, 1912";"Grand Labbe, Labbe subantarctique";"Charadriiformes (Limicoles)";"Stercorariidae (Labbes (Stercoraires))"
;"Stercorarius chilensis Bonaparte, 1857";;"Charadriiformes (Limicoles)";"Stercorariidae (Labbes (Stercoraires))"
;"Stercorarius longicaudus Vieillot, 1819";"Labbe à longue queue";"Charadriiformes (Limicoles)";"Stercorariidae (Labbes (Stercoraires))"
;"Stercorarius maccormicki Saunders, 1893";"Labbe de McCormick";"Charadriiformes (Limicoles)";"Stercorariidae (Labbes (Stercoraires))"
;"Stercorarius parasiticus (Linnaeus, 1758)";"Labbe parasite";"Charadriiformes (Limicoles)";"Stercorariidae (Labbes (Stercoraires))"
;"Stercorarius pomarinus (Temminck, 1815)";"Labbe pomarin";"Charadriiformes (Limicoles)";"Stercorariidae (Labbes (Stercoraires))"
;"Stercorarius skua (Brünnich, 1764)";"Grand Labbe";"Charadriiformes (Limicoles)";"Stercorariidae (Labbes (Stercoraires))"
;"Sterna dougallii bangsi Mathews, 1912";"Sterne de Dougall";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sterna dougallii Montagu, 1813";"Sterne de Dougall";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sterna forsteri Nuttall, 1834";"Sterne de Forster";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sterna hirundo Linnaeus, 1758";"Sterne pierregarin";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sterna paradisaea Pontoppidan, 1763";"Sterne arctique";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sterna repressa Hartert, 1916";"Sterne à joues blanches";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sterna sumatrana Raffles, 1822";"Sterne diamant";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sterna virgata Cabanis, 1875";"Sterne de Kerguelen";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sterna vittata Gmelin, 1789";"Sterne subantarctique";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sternula albifrons (Pallas, 1764)";"Sterne naine";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sternula antillarum Lesson, 1847";"Petite Sterne";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sternula nereis (Gould, 1843)";;"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sternula nereis exsul (Mathews, 1912)";"Sterne néréis";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sternula saundersi (Hume, 1877)";"Sterne de Saunders";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Sternula superciliaris (Vieillot, 1819)";"Sterne argentée";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Stiltia isabella (Vieillot, 1816)";"Glaréole isabelle";"Charadriiformes (Limicoles)";"Glareolidae"
;"Streptopelia capicola (Sundevall, 1857)";"Tourterelle du Cap";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Streptopelia chinensis (Scopoli, 1786)";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Streptopelia chinensis tigrina (Temminck, 1810)";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Streptopelia decaocto (Frivaldszky, 1838)";"Tourterelle turque";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Streptopelia orientalis (Latham, 1790)";"Tourterelle orientale";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Streptopelia roseogrisea (Sundevall, 1857)";"Tourterelle rieuse";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Streptopelia senegalensis (Linnaeus, 1766)";"Tourterelle maillée";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Streptopelia turtur (Linnaeus, 1758)";"Tourterelle des bois";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Streptoprocne zonaris (Shaw, 1796)";"Martinet à collier blanc";"Caprimulgiformes";"Apodidae"
;"Streptoprocne zonaris albicincta (Cabanis, 1862)";;"Caprimulgiformes";"Apodidae"
;"Strix aluco Linnaeus, 1758";"Chouette hulotte";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Sturnella magna (Linnaeus, 1758)";"Sturnelle des prés";"Passeriformes (Passereaux)";"Icteridae"
;"Sturnella militaris (Linnaeus, 1771)";"Sturnelle militaire";"Passeriformes (Passereaux)";"Icteridae"
;"Sturnus roseus (Linnaeus, 1758)";"Martin roselin, Étourneau roselin";"Passeriformes (Passereaux)";"Sturnidae (Étourneaux)"
;"Sturnus unicolor Temminck, 1820";"Étourneau unicolore";"Passeriformes (Passereaux)";"Sturnidae (Étourneaux)"
;"Sturnus vulgaris Linnaeus, 1758";"Étourneau sansonnet";"Passeriformes (Passereaux)";"Sturnidae (Étourneaux)"
;"Sublegatus arenarum (Salvin, 1863)";"Tyranneau des palétuviers";"Passeriformes (Passereaux)";"Tyrannidae"
;"Sublegatus arenarum glaber Sclater & Salvin, 1868";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Sublegatus obscurior Todd, 1920";"Tyranneau ombré";"Passeriformes (Passereaux)";"Tyrannidae"
;"Sula dactylatra dactylatra Lesson, 1831";;"Pelecaniformes";"Sulidae"
;"Sula dactylatra Lesson, 1831";"Fou masqué";"Pelecaniformes";"Sulidae"
;"Sula dactylatra melanops Heuglin, 1859";;"Pelecaniformes";"Sulidae"
;"Sula dactylatra personata Gould, 1846";"Fou masqué";"Pelecaniformes";"Sulidae"
;"Sula leucogaster (Boddaert, 1783)";"Fou brun";"Pelecaniformes";"Sulidae"
;"Sula leucogaster plotus (J. R. Forster, 1844)";"Fou brun";"Pelecaniformes";"Sulidae"
;"Sula sula (Linnaeus, 1766)";"Fou à pieds rouges";"Pelecaniformes";"Sulidae"
;"Sula sula rubripes Gould, 1838";"Fou à pieds rouges";"Pelecaniformes";"Sulidae"
;"Surnia ulula (Linnaeus, 1758)";"Chouette épervière";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Sylvia atricapilla (Linnaeus, 1758)";"Fauvette à tête noire";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia borin (Boddaert, 1783)";"Fauvette des jardins";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia cantillans (Pallas, 1764)";"Fauvette passerinette";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia communis Latham, 1787";"Fauvette grisette";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia conspicillata Temminck, 1820";"Fauvette à lunettes";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia curruca (Linnaeus, 1758)";"Fauvette babillarde";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia deserti (Loche, 1858)";"Fauvette du désert";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia hortensis (Gmelin, 1789)";"Fauvette orphée";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia melanocephala (Gmelin, 1789)";"Fauvette mélanocéphale";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia nana (Hemprich & Ehrenberg, 1833)";"Fauvette naine";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia nisoria (Bechstein, 1795)";"Fauvette épervière";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia rueppelli Temminck, 1823";"Fauvette masqué";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia sarda Temminck, 1820";"Fauvette sarde";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia subalpina Temminck, 1820";;"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia undata (Boddaert, 1783)";"Fauvette pitchou";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia undata dartfordiensis Latham, 1787";"Fauvette pitchou (aremorica)";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylvia undata undata (Boddaert, 1783)";"Fauvette pitchou (corse)";"Passeriformes (Passereaux)";"Sylviidae"
;"Sylviornis neocaledoniae Poplin, 1980";;"Galliformes";"Sylviornithidae"
;"Synallaxis albescens inaequalis Zimmer, 1935";;"Passeriformes (Passereaux)";"Furnariidae"
;"Synallaxis albescens Temminck, 1823";"Synallaxe albane";"Passeriformes (Passereaux)";"Furnariidae"
;"Synallaxis gujanensis (Gmelin, 1789)";"Synallaxe de Cayenne";"Passeriformes (Passereaux)";"Furnariidae"
;"Synallaxis macconnelli Chubb, 1919";"Synallaxe de McConnell";"Passeriformes (Passereaux)";"Furnariidae"
;"Synallaxis macconnelli obscurior Todd, 1948";;"Passeriformes (Passereaux)";"Furnariidae"
;"Synallaxis propinqua Pelzeln, 1854";"Synallaxe à ventre blanc";"Passeriformes (Passereaux)";"Furnariidae"
;"Synallaxis rutilans Temminck, 1823";;"Passeriformes (Passereaux)";"Furnariidae"
;"Syrmaticus reevesii (J. E. Gray, 1829)";"Faisan vénéré, Faisans de Chasse";"Galliformes";"Phasianidae (Tétras)"
;"Syrrhaptes paradoxus (Pallas, 1773)";"Syrrhapte paradoxal";"Pterocliformes";"Pteroclidae"
;"Tachornis squamata (Cassin, 1853)";"Martinet claudia";"Caprimulgiformes";"Apodidae"
;"Tachybaptus dominicus (Linnaeus, 1766)";"Grèbe minime";"Podicipediformes";"Podicipedidae (Grèbes)"
;"Tachybaptus novaehollandiae (Stephens, 1826)";;"Podicipediformes";"Podicipedidae (Grèbes)"
;"Tachybaptus novaehollandiae leucosternos (Mayr, 1931)";"Grèbe australasien";"Podicipediformes";"Podicipedidae (Grèbes)"
;"Tachybaptus ruficollis (Pallas, 1764)";"Grèbe castagneux";"Podicipediformes";"Podicipedidae (Grèbes)"
;"Tachybaptus ruficollis capensis (Salvadori, 1884)";"Grèbe castagneux, Petit Grèbe";"Podicipediformes";"Podicipedidae (Grèbes)"
;"Tachycineta albiventer (Boddaert, 1785)";"Hirondelle à ailes blanches";"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Tachycineta bicolor (Vieillot, 1807)";"Hirondelle bicolore";"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Tachymarptis melba (Linnaeus, 1758)";"Martinet à ventre blanc, Martinet alpin";"Caprimulgiformes";"Apodidae"
;"Tachyphonus cristatus (Linnaeus, 1766)";"Tangara à huppe rouge, Tangara à huppe ignée";"Passeriformes (Passereaux)";"Thraupidae"
;"Tachyphonus luctuosus D'Orbigny & Lafresnaye, 1837";"Tangara à épaulettes blanches";"Passeriformes (Passereaux)";"Thraupidae"
;"Tachyphonus phoenicius Swainson, 1838";"Tangara à galons rouges";"Passeriformes (Passereaux)";"Thraupidae"
;"Tachyphonus rufus (Boddaert, 1783)";"Tangara à galons blancs";"Passeriformes (Passereaux)";"Thraupidae"
;"Tachyphonus surinamus (Linnaeus, 1766)";"Tangara à crête fauve";"Passeriformes (Passereaux)";"Thraupidae"
;"Tadorna ferruginea (Pallas, 1764)";"Tadorne casarca, Casarca roux";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Tadorna tadorna (Linnaeus, 1758)";"Tadorne de Belon";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Tangara cayana (Linnaeus, 1766)";"Calliste passevert";"Passeriformes (Passereaux)";"Thraupidae"
;"Tangara chilensis (Vigors, 1832)";"Calliste septicolore";"Passeriformes (Passereaux)";"Thraupidae"
;"Tangara chilensis paradisea (Swainson, 1837)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Tangara guttata (Cabanis, 1851)";"Calliste tiqueté";"Passeriformes (Passereaux)";"Thraupidae"
;"Tangara gyrola (Linnaeus, 1758)";"Calliste rouverdin";"Passeriformes (Passereaux)";"Thraupidae"
;"Tangara mexicana (Linnaeus, 1766)";"Calliste diable-enrhumé";"Passeriformes (Passereaux)";"Thraupidae"
;"Tangara punctata (Linnaeus, 1766)";"Calliste syacou";"Passeriformes (Passereaux)";"Thraupidae"
;"Tangara varia (Müller, 1766)";"Calliste tacheté";"Passeriformes (Passereaux)";"Thraupidae"
;"Tangara velia (Linnaeus, 1758)";"Calliste varié";"Passeriformes (Passereaux)";"Thraupidae"
;"Tapera naevia (Linnaeus, 1766)";"Géocoucou tacheté";"Cuculiformes (Coucous)";"Cuculidae"
;"Taraba major (Vieillot, 1816)";"Grand Batara";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Taraba major semifasciatus (Cabanis, 1872)";;"Passeriformes (Passereaux)";"Thamnophilidae"
;"Tarsiger cyanurus (Pallas, 1773)";"Robin à flancs roux, Rossignol à flancs roux";"Passeriformes (Passereaux)";"Saxicolidae"
;"Terenotriccus erythrurus (Cabanis, 1847)";"Moucherolle rougequeue";"Passeriformes (Passereaux)";"Tyrannidae"
;"Terpsiphone bourbonnensis (P. L. S. Müller, 1776)";"Gobe-mouches de Paradis, Tersiphone de Bourbon, Oiseau la vierge, Chakouat";"Passeriformes (Passereaux)";"Monarchidae"
;"Terpsiphone bourbonnensis bourbonnensis (P. L. S. Müller, 1776)";"Terpsiphone de Bourbon";"Passeriformes (Passereaux)";"Monarchidae"
;"Terpsiphone mutata (Linnaeus, 1766)";"Moucherolle";"Passeriformes (Passereaux)";"Monarchidae"
;"Terpsiphone mutata pretiosa (Lesson, 1847)";"Tchitrec malgache";"Passeriformes (Passereaux)";"Monarchidae"
;"Tersina viridis (Illiger, 1811)";"Tersine hirondelle";"Passeriformes (Passereaux)";"Thraupidae"
;"Tersina viridis occidentalis (Sclater, 1855)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Tetrao urogallus aquitanicus Ingram, 1915";;"Galliformes";"Phasianidae (Tétras)"
;"Tetrao urogallus Linnaeus, 1758";"Grand Tétras";"Galliformes";"Phasianidae (Tétras)"
;"Tetrao urogallus urogallus Linnaeus, 1758";;"Galliformes";"Phasianidae (Tétras)"
;"Tetrax tetrax (Linnaeus, 1758)";"Outarde canepetière";"Otidiformes";"Otididae (Outardes)"
;"Thalassarche bulleri (Rothschild, 1893)";;"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalassarche carteri (Rothschild, 1903)";"Albatros à bec jaune, Albatros à bec jaune de l'Océan Indien";"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalassarche cauta (Gould, 1841)";"Albatros à cape blanche, Albatros timide";"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalassarche chlororhynchos (Gmelin, 1789)";"Albatros à nez jaune, Albatros à bec jaune";"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalassarche chrysostoma (Forster, 1785)";"Albatros à tête grise";"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalassarche eremita Murphy, 1930";;"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalassarche impavida Mathews, 1912";;"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalassarche melanophris (Temminck, 1828)";"Albatros à sourcils noirs";"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalassarche salvini (Rothschild, 1893)";;"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalassarche steadi Falla, 1933";;"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Thalasseus bengalensis (Lesson, 1831)";"Sterne voyageuse";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Thalasseus bergii (Lichtenstein, 1823)";"Sterne huppée";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Thalasseus bergii cristatus (Stephens, 1826)";"Sterne huppée";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Thalasseus elegans (Gambel, 1849)";"Sterne élégante";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Thalasseus maximus (Boddaert, 1783)";"Sterne royale";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Thalasseus sandvicensis (Latham, 1787)";"Sterne caugek";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Thalasseus sandvicensis acuflavidus (Cabot, 1847)";"Sterne de Cabot";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Thalasseus sandvicensis eurygnathus (Saunders, 1876)";"Sterne de Cayenne";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Thalasseus sandvicensis sandvicensis (Latham, 1787)";"Sterne caugek";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Thalassoica antarctica (Gmelin, 1789)";;"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Thalurania furcata (Gmelin, 1788)";"Dryade à queue fourchue";"Caprimulgiformes";"Trochilidae"
;"Thalurania furcata fissilis Berlepsch & Hartert, 1902";;"Caprimulgiformes";"Trochilidae"
;"Thalurania furcata furcata (Gmelin, 1788)";;"Caprimulgiformes";"Trochilidae"
;"Thamnomanes ardesiacus (Sclater & Salvin, 1868)";"Batara ardoisé";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnomanes ardesiacus obidensis (Snethlage, 1914)";;"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnomanes caesius (Temminck, 1820)";"Batara cendré";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnomanes caesius glaucus Cabanis, 1847";;"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnophilus aethiops P. L. Sclater, 1858";;"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnophilus amazonicus divaricatus Mees, 1974";;"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnophilus amazonicus Sclater, 1858";"Batara d'Amazonie";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnophilus doliatus (Linnaeus, 1764)";"Batara rayé";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnophilus melanothorax Sclater, 1857";"Batara de Cayenne";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Thamnophilus murinus Sclater & Salvin, 1867";"Batara souris";"Passeriformes (Passereaux)";"Thamnophilidae"
